kanji,top_reading,top_count,alt_readings_json
副産物,ふくさんぶつ,4,{}
前年比,ぜんねんひ,4,{}
枠組,わくぐ,4,{}
破産,はさん,4,{}
会見,かいけん,4,{}
模索,もさく,4,{}
中小企業,ちゅうしょうきぎょう,4,{}
市民団体,しみんだんたい,4,{}
不当,ふとう,4,{}
閉鎖的,へいさてき,4,{}
住居,じゅうきょ,4,{}
意匠,いしょう,4,{}
投入,とうにゅう,4,{}
第三者,だいさんしゃ,4,{}
検討会,けんとうかい,4,{}
報道機関,ほうどうきかん,4,{}
合成,ごうせい,4,{}
赤字,あかじ,4,{}
貧血,ひんけつ,4,{}
地域限定,ちいきげんてい,4,{}
従来,じゅうらい,4,{}
改善策,かいぜんさく,4,{}
診療,しんりょう,4,{}
退席,たいせき,4,{}
多彩,たさい,4,{}
長期計画,ちょうきけいかく,4,{}
信頼性,しんらいせい,4,{}
近代化,きんだいか,4,{}
脇,わき,3,{}
小遣,こづか,3,{}
暦,こよみ,3,{}
代名詞,だいめいし,3,{}
頑張,がんば,3,{}
紺,こん,3,{}
手前,てまえ,3,{}
総称,そうしょう,3,{}
散髪,さんぱつ,3,{}
石鹸,せっけん,3,{}
八百屋,やおや,3,{}
出入口,でいりぐち,3,{}
鶏,にわとり,3,{}
目玉焼,めだまやき,3,{}
強風,きょうふう,3,{}
上下,じょうげ,3,{}
虫歯,むしば,3,{}
野球部,やきゅうぶ,3,{}
哺乳類,ほにゅうるい,3,{}
文脈,ぶんみゃく,3,{}
大国,たいこく,3,{}
徒,と,3,{}
空席,くうせき,3,{}
肯定,こうてい,3,{}
髪型,かみがた,3,{}
着替,きが,3,{}
計算問題,けいさんもんだい,3,{}
坂,さか,3,{}
老人,ろうじん,3,{}
梅,うめ,3,{}
戦争中,せんそうちゅう,3,{}
画用紙,がようし,3,{}
小麦粉,こむぎこ,3,{}
絶好,ぜっこう,3,{}
仏教,ぶっきょう,3,{}
目盛,めも,3,{}
等間隔,とうかんかく,3,{}
一周,いっしゅう,3,{}
平面,へいめん,3,{}
平成,へいせい,3,{}
令和,れいわ,3,{}
転勤,てんきん,3,{}
大阪,おおさか,3,{}
大都市,だいとし,3,{}
旧暦,きゅうれき,3,{}
木曜日,もくようび,3,{}
水曜日,すいようび,3,{}
統治,とうち,3,{}
茶道,さどう,3,{}
男女,だんじょ,3,{}
管,かん,3,{}
横向,よこむき,3,{}
日数,にっすう,3,{}
早口,はやくち,3,{}
最寄,もよ,3,{}
線路,せんろ,3,{}
正社員,せいしゃいん,3,{}
弦楽器,げんがっき,3,{}
観,み,3,"{""かん"": 1}"
夜更,よふ,3,{}
韓国語,かんこくご,3,{}
手話,しゅわ,3,{}
視覚的,しかくてき,3,{}
葬式,そうしき,3,{}
叔父,おじ,3,{}
綱引,つなひき,3,{}
主菜,しゅさい,3,{}
夜道,よみち,3,{}
右上,みぎうえ,3,{}
何日,なんにち,3,{}
植木鉢,うえきばち,3,{}
亀,かめ,3,{}
大気圏,たいきけん,3,{}
海底,かいてい,3,{}
延長戦,えんちょうせん,3,{}
放題,ほうだい,3,{}
雪玉,ゆきだま,3,{}
人気者,にんきもの,3,{}
破片,はへん,3,{}
根元,ねもと,3,{}
力強,ちからづよ,3,{}
大陸,たいりく,3,{}
書道,しょどう,3,{}
奇跡,きせき,3,{}
防寒,ぼうかん,3,{}
潜,もぐ,3,"{""ひそ"": 3}"
急須,きゅうす,3,{}
暇,ひま,3,{}
壁掛,かべか,3,{}
昔話,むかしばなし,3,{}
現像,げんぞう,3,{}
三脚,さんきゃく,3,{}
下手,へた,3,{}
早起,はやお,3,{}
襟元,えりもと,3,{}
以内,いない,3,{}
重機,じゅうき,3,{}
賞品,しょうひん,3,{}
科学館,かがくかん,3,{}
鑑定,かんてい,3,{}
大騒,おおさわ,3,{}
機内,きない,3,{}
自由時間,じゆうじかん,3,{}
予約制,よやくせい,3,{}
水位,すいい,3,{}
軒,けん,3,{}
油絵,あぶらえ,3,{}
流儀,りゅうぎ,3,{}
先祖,せんぞ,3,{}
補足,ほそく,3,{}
学費,がくひ,3,{}
計,けい,3,"{""はか"": 3}"
課,か,3,{}
就職活動,しゅうしょくかつどう,3,{}
飼育,しいく,3,{}
警察署,けいさつしょ,3,{}
見返,みかえ,3,{}
圧力鍋,あつりょくなべ,3,{}
鉢植,はちうえ,3,{}
発電所,はつでんしょ,3,{}
送電線,そうでんせん,3,{}
泡立,あわだ,3,{}
牙,きば,3,{}
滞在,たいざい,3,{}
隣町,となりまち,3,{}
消防,しょうぼう,3,{}
博士,はかせ,3,{}
地球温暖化,ちきゅうおんだんか,3,{}
上昇,じょうしょう,3,{}
技能,ぎのう,3,{}
入院中,にゅういんちゅう,3,{}
軍隊,ぐんたい,3,{}
一員,いちいん,3,{}
上映,じょうえい,3,{}
意思,いし,3,{}
意味不明,いみふめい,3,{}
天文,てんもん,3,{}
前半,ぜんはん,3,{}
各家庭,かくかてい,3,{}
作品全体,さくひんぜんたい,3,{}
指揮,しき,3,{}
運休,うんきゅう,3,{}
動揺,どうよう,3,{}
対等,たいとう,3,{}
商品券,しょうひんけん,3,{}
軒先,のきさき,3,{}
随筆,ずいひつ,3,{}
剥,は,3,"{""む"": 1}"
焼却,しょうきゃく,3,{}
尻,しり,3,{}
遊具,ゆうぐ,3,{}
添乗員,てんじょういん,3,{}
農薬,のうやく,3,{}
五感,ごかん,3,{}
偽,いつわ,3,"{""にせ"": 2}"
監視員,かんしいん,3,{}
口癖,くちぐせ,3,{}
別世界,べっせかい,3,{}
個展,こてん,3,{}
選抜,せんばつ,3,{}
候補,こうほ,3,{}
完走,かんそう,3,{}
画質,がしつ,3,{}
腕前,うでまえ,3,{}
略語,りゃくご,3,{}
山脈,さんみゃく,3,{}
敗,やぶ,3,{}
合戦,かっせん,3,{}
温室,おんしつ,3,{}
眼鏡,めがね,3,{}
風習,ふうしゅう,3,{}
肘,ひじ,3,{}
作法,さほう,3,{}
数人,すうにん,3,{}
塀,へい,3,{}
羽根,はね,3,{}
勘,かん,3,{}
帰国,きこく,3,{}
痛感,つうかん,3,{}
行進,こうしん,3,{}
筋力,きんりょく,3,{}
目撃,もくげき,3,{}
追跡,ついせき,3,{}
否定的,ひていてき,3,{}
名門,めいもん,3,{}
演劇部,えんげきぶ,3,{}
克服,こくふく,3,{}
文通,ぶんつう,3,{}
好物,こうぶつ,3,{}
数回,すうかい,3,{}
冬眠,とうみん,3,{}
終止符,しゅうしふ,3,{}
世界最大,せかいさいだい,3,{}
支援者,しえんしゃ,3,{}
無実,むじつ,3,{}
集中的,しゅうちゅうてき,3,{}
優勝候補,ゆうしょうこうほ,3,{}
作曲,さっきょく,3,{}
労,ろう,3,"{""ねぎら"": 2}"
抽選会,ちゅうせんかい,3,{}
総立,そうだ,3,{}
河川敷,かせんじき,3,{}
弁論大会,べんろんたいかい,3,{}
宮殿,きゅうでん,3,{}
教授,きょうじゅ,3,{}
自由行動,じゆうこうどう,3,{}
市内,しない,3,{}
魔女,まじょ,3,{}
教頭,きょうとう,3,{}
斑点,はんてん,3,{}
旬,じゅん,3,{}
全体的,ぜんたいてき,3,{}
終了後,しゅうりょうご,3,{}
創,つく,3,{}
記憶力,きおくりょく,3,{}
後回,あとまわ,3,{}
交流会,こうりゅうかい,3,{}
意思疎通,いしそつう,3,{}
着地,ちゃくち,3,{}
甲,かぶと,3,"{""こう"": 1}"
餅,もち,3,{}
羊毛,ようもう,3,{}
値札,ねふだ,3,{}
犬種,けんしゅ,3,{}
成,な,3,{}
豆腐,とうふ,3,{}
乳,ちち,3,{}
上履,うわば,3,{}
食感,しょっかん,3,{}
風呂上,ふろあ,3,{}
軽油,けいゆ,3,{}
顔色,かおいろ,3,{}
仕切,しき,3,{}
薄切,うすぎ,3,{}
調理法,ちょうりほう,3,{}
爽快,そうかい,3,{}
四角形,しかくけい,3,{}
朝市,あさいち,3,{}
